49,76,39,50,62,58,49,5,48,81,91,54,2,98,8,72,61,73,78,63,20,14,73,87,39,17,30,7,40,7,95,83,49,6,78,63,23,64,8,71
44,69,23,15,70,70,19,77,13,72,62,37,82,24,21,33,41,78,90,74,61,59,21,13,11,25,39,31,94,72,76,87,77,19,34,86,89,65,52,97
11,28,10,27,78,92,48,81,66,42,60,47,5,44,94,60,94,80,37,48,46,76,7,41,19,16,23,49,80,52,64,56,12,13,93,30,43,67,58,78
34,42,21,24,29,80,91,60,47,57,33,25,16,79,28,35,52,80,41,30,79,6,84,81,75,75,33,79,43,63,28,50,74,68,26,56,33,13,37,37
49,7,4,88,65,17,30,49,65,28,17,84,49,79,81,65,29,54,40,68,61,47,81,31,31,71,1,34,74,24,40,75,59,66,42,55,47,41,40,97
98,43,57,5,25,7,8,91,5,33,79,2,64,41,29,64,88,15,32,60,80,77,36,74,87,7,15,40,91,73,26,88,9,35,17,17,92,22,78,18
85,98,8,77,51,33,58,42,4,5,11,88,13,2,12,21,60,44,89,44,70,82,32,41,75,25,92,51,75,37,73,80,6,85,42,11,76,43,56,11
77,84,25,55,45,18,65,93,45,32,38,93,60,62,34,69,6,27,9,29,80,86,3,37,37,20,72,52,6,21,63,14,7,63,82,72,41,17,49,34
21,66,72,9,52,43,1,72,95,71,92,94,72,70,70,98,14,56,6,70,68,8,44,52,58,31,4,7,19,74,92,81,34,16,22,67,26,98,94,17
77,96,97,55,22,43,91,60,20,76,75,25,17,24,7,94,91,71,73,23,69,98,62,33,17,45,67,32,25,38,14,20,74,7,13,20,71,58,4,62
83,28,7,65,98,46,91,52,76,82,74,57,41,42,98,41,40,95,21,74,65,63,37,10,19,44,75,40,56,32,78,20,31,22,91,41,30,15,99,35
49,38,27,22,13,69,47,5,82,53,60,60,20,96,60,47,62,76,65,27,35,50,4,81,37,76,95,15,55,18,97,24,81,57,60,96,11,99,19,87
6,29,6,19,16,1,66,74,54,80,46,61,37,99,7,51,11,18,32,30,48,60,46,18,16,77,49,36,54,73,32,44,61,23,95,11,76,83,3,28
64,97,28,23,72,95,80,98,79,91,86,25,4,4,4,18,82,97,2,61,5,32,62,80,23,75,35,96,85,27,21,81,44,22,2,23,68,94,4,54
13,55,92,55,60,87,31,5,7,60,32,47,81,34,26,16,12,63,87,15,96,41,45,45,78,61,65,45,29,69,18,30,52,49,37,63,18,53,22,22
63,54,41,52,42,32,20,75,76,86,97,15,81,40,11,56,19,53,81,74,10,58,65,9,18,61,71,1,44,46,56,61,8,43,29,21,31,45,61,67
57,12,84,50,16,31,35,9,37,17,41,77,9,17,29,11,34,38,26,75,94,78,17,55,94,12,64,64,86,84,12,54,52,82,56,21,3,21,51,9
68,19,74,78,24,72,57,88,79,67,72,56,46,30,97,12,36,38,12,83,82,32,16,94,92,20,38,98,16,63,38,93,62,75,12,40,98,73,66,95
50,4,27,47,69,85,74,84,56,39,53,37,12,3,58,16,46,42,24,84,50,27,87,42,96,9,4,35,18,90,24,18,19,9,57,65,39,93,72,37
70,28,71,96,23,69,72,48,6,15,17,68,25,4,13,46,87,37,22,89,97,99,56,85,16,52,9,28,20,23,76,38,13,43,62,73,92,74,94,38
1,82,97,34,69,64,67,47,16,86,3,71,92,46,23,28,18,53,49,74,56,2,1,32,53,91,4,52,37,54,20,41,5,47,38,18,25,54,81,3
93,19,28,48,86,67,87,94,72,40,74,74,73,20,56,47,43,65,28,84,84,59,74,70,4,20,36,6,79,35,61,29,6,15,16,21,9,94,82,14
65,94,65,15,97,84,89,88,17,26,36,62,17,81,96,54,17,58,31,70,5,15,49,25,90,6,75,93,54,91,46,76,95,52,80,85,95,41,51,53
61,87,84,69,4,60,57,38,74,18,67,95,82,49,25,65,94,93,21,58,26,8,42,85,91,39,97,98,71,77,51,1,69,37,57,92,7,37,24,19
86,91,99,74,72,31,62,57,32,49,37,40,75,92,95,99,74,10,69,35,39,4,35,41,94,96,82,60,12,87,65,64,72,6,82,3,6,56,77,48
91,22,20,15,70,12,83,47,97,44,87,23,4,91,86,18,78,24,31,28,81,24,23,56,15,94,71,95,83,30,22,79,89,81,73,66,62,1,37,15
67,18,28,24,18,33,4,18,13,51,57,85,17,94,66,23,93,3,10,77,52,29,22,34,39,30,25,19,35,31,21,75,22,44,66,36,21,63,62,3
