37,56,9,63,2,52,7,36,56,41,35,28,93,89,19,80,19,95,64,27,81,27,16,61,63,63,92,34,67,18,41,28,77,17,91,3,69,41,52,82,16,97,21,98,51,59,7,52,48,87,91,10,89,14,98,27,18,16,30,7
43,72,24,53,25,61,22,22,4,71,20,3,58,80,89,45,28,29,80,75,77,34,60,42,40,19,73,70,76,70,10,8,88,79,92,13,9,54,86,86,20,58,12,50,34,15,96,58,1,66,53,17,99,51,82,18,9,32,11,67
29,71,44,78,13,87,5,8,23,94,53,71,84,75,25,48,97,5,12,44,49,3,3,76,8,70,54,99,84,69,53,46,32,54,26,16,93,29,33,24,91,89,93,90,68,91,7,84,7,64,43,32,49,8,16,87,37,96,83,9
23,94,51,35,94,77,40,78,80,67,43,58,11,7,96,80,36,59,69,94,50,69,48,40,57,44,22,62,47,50,99,65,50,97,69,17,13,28,69,1,98,34,14,15,72,30,22,82,96,19,80,46,85,36,8,92,45,1,68,53
43,13,68,95,43,58,34,57,79,17,40,24,42,73,43,87,14,88,86,78,40,49,96,88,33,75,19,60,79,3,36,54,6,23,31,79,8,38,67,21,31,7,99,76,8,40,44,9,51,77,62,73,12,99,30,38,2,54,17,56
92,4,75,75,47,78,3,94,93,62,44,56,85,12,60,94,50,41,79,22,22,10,36,36,94,99,6,13,58,19,58,13,94,32,62,32,63,22,30,14,89,21,40,49,26,5,74,57,96,66,79,83,12,94,85,87,44,46,88,75
31,81,22,66,48,10,40,32,2,10,7,64,86,2,46,53,12,57,70,57,30,93,69,94,89,73,49,91,35,46,18,54,2,95,54,48,37,41,56,31,98,4,96,56,42,58,18,42,90,25,14,48,39,25,71,93,4,64,85,77
36,80,32,26,68,24,54,82,71,17,55,56,51,4,34,1,12,89,14,39,74,29,52,98,98,43,12,35,90,1,38,8,47,62,65,46,91,44,72,90,76,18,81,43,8,52,25,85,33,52,12,7,8,86,30,8,20,5,25,80
5,7,80,51,47,53,28,22,51,23,80,63,95,24,40,61,5,41,93,83,45,58,21,66,54,50,42,66,17,38,64,19,38,66,35,89,12,76,85,41,93,7,67,54,44,44,35,35,40,99,14,95,58,6,31,93,77,42,89,95
74,30,84,43,10,53,81,12,74,65,88,75,13,87,84,40,2,88,91,75,40,91,11,2,99,99,25,31,93,93,64,97,47,42,33,94,91,81,49,49,67,97,73,53,55,17,70,78,80,71,48,85,4,95,9,78,12,1,11,18
48,1,39,90,99,40,64,42,36,88,44,39,16,15,82,64,88,30,50,82,66,49,76,27,7,22,58,70,87,14,10,78,51,11,96,32,29,54,3,72,47,56,51,39,97,83,6,22,95,46,35,97,15,96,46,75,28,54,35,92
54,17,80,57,64,15,7,80,83,69,69,88,6,10,97,87,72,17,27,38,95,36,67,16,60,11,31,95,31,86,12,93,14,56,26,79,71,63,55,92,87,49,21,90,1,90,75,16,45,12,95,7,8,48,75,36,89,64,5,26
40,37,20,94,91,51,87,15,17,31,81,59,46,65,22,30,42,44,3,15,23,84,41,6,71,17,79,87,34,29,88,88,50,36,99,30,13,33,78,3,5,11,3,7,21,2,45,84,83,46,25,87,19,91,2,6,18,90,50,83
3,21,56,68,87,27,5,67,42,7,71,35,12,31,21,26,48,26,34,61,25,84,3,79,64,56,45,47,50,67,88,18,61,51,54,47,52,74,96,87,46,15,32,28,78,12,45,57,49,1,64,98,76,49,72,31,82,28,13,7
21,37,44,87,58,83,59,76,61,84,63,78,83,88,52,13,39,3,33,47,8,94,41,2,48,93,67,70,21,23,25,83,48,30,28,6,20,43,44,11,71,18,11,52,16,53,6,52,49,1,71,59,41,68,50,87,70,1,67,4
44,7,85,54,91,62,37,41,20,98,94,69,72,43,21,90,10,30,78,95,88,40,44,63,72,29,34,32,54,92,66,1,36,86,20,36,20,13,32,74,4,3,36,38,93,34,13,30,36,27,31,74,51,47,51,41,8,73,7,26
31,65,73,44,71,10,62,4,19,45,54,5,81,58,53,33,91,24,48,65,11,24,62,34,26,24,99,39,25,41,64,45,35,40,78,63,18,54,88,43,58,5,94,32,50,43,45,22,96,80,85,54,34,56,80,82,47,57,21,58
95,41,99,80,9,82,84,51,94,5,75,39,17,14,13,17,25,40,27,54,87,17,23,67,33,56,59,61,77,62,25,64,72,33,18,42,58,47,12,43,60,47,23,70,91,52,27,86,72,32,51,87,85,21,96,6,49,86,85,30
84,8,7,76,8,83,1,29,95,14,84,32,43,78,20,91,9,68,75,1,8,35,59,68,93,49,38,79,67,40,55,78,77,25,97,8,51,91,92,33,39,32,12,43,99,64,53,47,39,99,86,10,72,62,12,68,76,66,71,63
32,2,71,81,14,3,69,64,45,14,22,71,66,93,77,78,90,65,58,32,86,57,10,50,21,64,18,91,32,22,89,10,40,42,13,60,3,59,73,2,23,2,99,61,70,95,56,45,61,24,43,13,70,8,89,52,74,5,7,64
65,50,75,98,24,7,18,49,97,4,77,47,7,29,89,88,78,33,20,55,68,91,79,65,89,52,17,30,73,19,17,1,61,11,42,89,71,31,98,89,78,82,83,52,4,2,30,44,68,36,48,76,51,48,27,6,57,79,31,42
14,35,4,70,69,95,50,5,12,39,5,51,67,14,17,10,99,1,4,39,61,88,89,88,26,13,51,95,9,33,8,68,68,96,87,34,19,56,46,95,50,59,46,34,76,36,62,60,64,25,75,12,51,57,72,99,44,83,82,44
19,37,75,92,67,44,77,44,17,64,73,58,81,93,61,47,44,82,22,49,81,12,30,6,83,52,63,5,92,74,54,72,77,98,95,72,99,32,72,81,99,92,38,85,34,38,58,99,97,87,10,86,30,26,19,2,89,43,74,66
45,38,43,16,99,11,35,74,41,62,53,31,50,90,46,51,95,77,43,2,15,19,93,18,41,56,75,2,41,62,29,82,14,24,19,60,12,2,87,4,83,6,79,96,44,3,45,79,28,7,87,52,55,93,17,55,22,70,37,58
78,72,18,54,6,20,32,24,89,26,8,80,18,3,60,84,63,4,54,11,91,2,68,89,97,39,54,15,15,66,99,1,99,57,52,4,56,12,47,86,48,18,27,18,10,46,14,71,86,94,43,46,72,84,1,25,16,52,59,75
11,64,89,16,28,53,1,39,38,13,98,39,80,46,40,38,22,40,65,36,41,76,60,65,54,23,56,86,1,73,95,72,21,5,53,40,67,23,67,91,60,67,18,65,1,45,90,82,6,92,29,58,53,94,14,42,80,15,74,20
26,89,61,17,90,59,38,73,7,13,72,92,31,71,38,85,20,7,43,6,26,17,88,84,46,6,95,8,13,84,30,3,80,77,42,60,10,41,54,59,32,10,86,77,34,55,46,72,74,93,95,45,74,67,90,73,15,10,90,31
42,84,76,46,20,52,69,68,44,83,28,75,26,73,55,28,68,95,58,63,41,22,54,10,17,94,70,83,84,82,66,33,43,56,35,69,84,6,98,4,70,35,38,65,98,78,27,48,61,8,10,85,90,50,73,44,43,34,99,23
55,61,80,84,36,50,55,62,76,50,57,55,91,62,34,66,98,47,39,10,20,65,99,87,60,51,41,53,80,84,38,64,74,5,14,41,53,48,23,43,66,10,21,93,23,22,29,67,21,63,49,3,27,59,60,16,23,3,28,4
81,48,63,80,51,45,69,8,61,49,36,76,41,2,19,90,4,27,46,81,66,14,2,76,69,52,38,61,9,92,67,71,16,39,67,15,14,88,63,48,28,59,8,63,80,66,42,97,5,97,52,14,43,75,69,37,77,17,46,92
98,74,91,77,40,63,35,99,94,51,62,3,32,14,40,4,24,59,35,49,95,82,97,52,89,56,98,52,89,57,29,29,61,12,53,55,42,52,37,10,88,83,75,55,91,92,76,22,49,13,9,90,38,38,37,18,35,53,55,69
94,78,17,80,25,98,51,4,73,44,31,60,73,27,5,23,23,43,13,61,76,61,54,90,4,99,76,22,58,63,7,10,30,18,87,57,73,81,77,19,50,30,21,86,29,15,39,12,52,31,10,10,39,47,59,21,11,76,37,60
36,95,3,67,93,60,33,87,40,91,38,42,79,24,90,16,37,67,15,72,35,74,61,66,94,45,32,97,6,16,68,56,6,76,26,64,69,60,8,27,82,38,6,13,82,19,23,48,31,97,67,13,70,56,21,22,56,72,13,83
64,16,7,55,11,76,68,41,69,3,78,77,55,53,87,56,59,47,42,86,26,96,17,35,71,51,64,37,5,13,59,83,12,71,28,88,98,2,15,11,63,33,21,26,62,51,71,22,10,41,63,41,33,46,16,73,43,64,27,84
16,2,35,35,17,55,67,40,46,64,1,99,57,48,30,40,20,26,33,60,69,68,72,7,73,74,38,15,99,69,10,35,46,24,65,12,34,42,60,28,80,32,85,41,20,62,10,6,32,56,20,28,82,42,66,97,13,20,93,35
47,85,97,21,34,92,9,87,19,79,15,27,17,44,53,3,92,30,9,55,11,68,87,15,83,92,28,41,65,18,87,96,35,42,46,39,61,98,1,38,39,9,55,2,62,75,1,25,54,15,2,89,31,38,68,14,90,95,29,47
68,53,29,34,79,88,36,12,47,34,88,13,63,6,28,34,86,18,5,9,37,72,14,5,78,67,30,83,58,23,78,15,43,41,52,75,96,20,49,47,37,40,77,38,64,32,63,82,28,57,5,83,20,2,64,22,36,41,55,53
63,7,69,76,17,19,8,8,33,57,17,75,28,10,68,59,48,88,70,84,26,87,13,8,90,21,69,18,57,91,19,5,31,17,54,86,70,50,81,87,19,9,69,32,99,50,95,33,37,90,75,4,62,43,31,13,96,81,91,32
65,58,70,85,61,62,40,75,4,74,65,77,53,70,36,48,71,83,71,11,89,49,20,37,78,80,97,43,33,1,13,48,13,30,60,20,80,42,93,8,74,64,3,38,55,18,35,10,9,26,30,37,84,56,27,57,48,82,53,2
56,7,45,55,78,38,86,60,14,23,24,26,23,13,89,35,57,57,36,14,99,44,20,16,41,11,96,34,58,42,16,75,52,41,16,93,35,36,4,6,24,64,47,60,25,76,46,26,42,5,86,98,82,5,60,12,75,78,17,94
22,80,12,69,28,23,17,81,90,10,91,7,27,21,11,86,90,36,90,75,26,67,47,20,72,94,47,97,88,52,3,96,53,19,99,82,99,51,91,69,37,35,63,45,94,64,49,73,63,38,45,59,32,76,52,14,81,30,58,2
39,91,67,53,40,26,15,36,16,72,55,65,12,22,24,67,38,48,48,62,41,14,45,47,86,89,68,12,2,30,54,60,55,5,72,22,38,95,94,41,1,53,51,86,68,62,67,15,97,59,47,43,51,35,93,84,97,12,83,88
30,74,58,24,31,11,88,25,51,16,84,10,48,51,49,98,18,38,82,74,44,93,30,29,47,77,45,59,11,20,3,63,91,29,98,5,79,70,8,76,14,3,13,23,21,97,37,86,44,19,45,50,59,3,28,8,85,97,50,29
47,41,13,39,95,49,3,56,23,52,10,65,54,60,72,53,2,21,9,87,16,31,16,59,63,75,21,77,29,86,8,61,37,86,5,2,70,79,85,67,99,99,99,88,46,98,58,83,97,49,43,98,62,68,97,25,5,94,57,2
16,27,15,34,6,99,63,98,37,57,40,95,62,43,41,6,18,25,91,40,95,32,35,27,82,12,86,24,15,34,33,76,58,54,80,66,26,2,15,9,45,96,23,79,78,80,36,85,28,83,34,71,26,56,36,30,29,17,81,28
52,78,93,61,56,44,48,61,22,28,55,45,54,79,93,25,85,80,44,69,87,3,92,45,8,18,30,78,62,4,66,93,79,30,5,97,33,97,8,57,76,37,72,13,93,91,68,22,58,30,32,69,9,15,60,33,29,42,1,35
90,80,47,86,34,67,99,58,97,72,6,54,69,22,75,28,93,2,17,94,54,31,97,17,22,99,79,14,69,66,29,70,43,38,24,38,42,62,49,63,63,17,12,31,40,37,31,88,81,49,9,25,54,78,55,33,91,62,9,70
