25,71,41,88,61,16,54,38,34,14,73,46,53,20,57,5,22,89,17,18,57,9,11,89,62,3,40,33,34,17,42,65,71,12,78,29,33,59,53,54,14,39,68,11,22,16,61,34,79,9,7,63,56,6,22,54,82,36,58,45,7,56,28,71,52,73,15,89,36,65,90,94,87,2,5,66,58,72,76,79
72,18,89,6,64,74,95,38,84,6,55,14,35,53,48,97,83,63,2,70,65,57,3,28,31,13,92,86,21,27,70,58,38,17,76,77,16,13,45,71,45,56,51,75,18,46,70,1,54,71,37,37,11,2,74,50,17,79,78,76,41,33,70,92,40,91,9,75,16,9,24,98,47,23,18,49,8,90,67,34
26,73,80,16,55,9,30,76,58,22,15,58,62,81,6,33,24,87,29,69,22,83,67,55,81,23,18,98,12,48,40,60,68,5,58,7,56,80,58,24,90,51,38,77,63,52,16,73,14,6,82,67,26,19,74,26,85,60,44,41,36,62,20,51,83,12,59,90,92,83,49,63,1,5,22,54,79,16,33,61
4,55,80,13,70,26,28,22,25,84,53,93,45,34,66,89,1,14,1,44,24,27,10,90,21,64,93,47,24,79,48,4,61,83,69,56,23,26,77,63,55,86,61,36,12,49,75,55,40,1,26,23,21,51,45,40,29,1,26,1,88,94,33,82,60,79,42,92,29,73,50,2,94,8,64,7,85,72,90,85
17,54,96,89,6,21,37,59,29,88,90,74,90,74,23,15,43,3,68,47,36,91,1,92,4,19,88,86,78,55,39,23,55,21,76,56,21,30,64,86,3,45,12,17,76,17,3,41,55,16,40,3,79,77,29,10,68,63,87,90,90,39,67,66,16,82,13,71,67,79,37,75,79,85,83,56,80,35,5,34
88,15,4,75,92,64,83,33,75,89,93,62,92,28,72,39,53,92,66,67,18,8,19,12,10,58,2,49,1,18,58,53,42,72,95,52,29,93,61,89,95,38,83,92,5,49,91,13,6,32,23,65,78,93,12,85,36,35,40,85,22,74,22,11,19,64,49,30,57,30,63,8,65,87,44,80,70,7,65,44
74,15,96,14,88,9,61,1,99,46,99,58,75,59,91,7,2,41,12,63,37,91,53,97,48,90,79,15,3,39,42,23,1,51,7,69,98,10,78,73,77,2,85,31,91,3,55,89,25,13,97,98,89,51,88,93,85,65,70,75,67,97,36,58,63,12,44,36,13,31,69,90,42,56,45,61,15,49,32,68
66,6,16,73,46,96,14,42,72,81,61,64,21,50,39,28,18,59,64,64,25,53,55,78,44,30,89,79,21,39,68,97,42,65,62,91,75,60,4,10,63,36,10,2,52,61,13,78,8,96,17,95,37,88,8,62,58,66,24,93,73,31,62,80,15,4,5,23,86,93,72,15,44,11,37,22,55,94,87,77
29,56,83,78,89,23,64,76,71,57,75,85,26,53,61,49,40,12,78,77,94,14,80,45,77,52,29,47,18,32,14,76,13,37,91,94,83,42,54,45,2,20,69,79,86,30,48,86,68,37,14,6,14,87,70,91,32,3,89,72,9,7,65,23,36,60,49,87,62,21,49,35,26,89,92,15,90,63,3,1
12,13,91,98,6,23,61,40,42,90,13,56,79,96,34,72,42,90,34,97,98,58,64,41,63,65,93,67,72,93,6,87,94,67,47,30,29,87,80,30,81,49,57,55,14,73,62,53,2,20,37,31,25,76,45,72,68,45,99,90,65,6,93,33,76,3,32,65,63,34,27,14,10,7,99,63,94,30,99,84
93,84,36,68,92,71,50,37,61,47,59,97,4,84,79,29,59,93,35,32,58,33,86,77,43,18,17,96,70,21,36,94,72,54,15,17,68,43,82,98,58,42,35,40,41,6,92,15,3,91,42,39,27,42,45,5,58,30,67,70,60,88,85,56,3,20,14,83,11,64,49,72,73,93,48,89,62,55,58,73
94,28,11,23,61,27,68,25,89,66,64,28,14,87,39,68,71,79,8,43,69,55,78,60,63,10,12,44,33,69,17,3,79,32,96,52,95,14,99,44,21,37,59,49,8,12,52,24,99,41,96,67,71,29,81,59,99,69,18,33,44,74,14,4,90,99,75,33,24,99,26,20,55,78,8,63,53,17,36,31
15,82,17,39,27,34,5,13,39,72,46,47,59,72,36,24,65,13,16,7,29,56,27,83,1,43,82,31,26,8,96,49,25,76,37,2,12,13,24,44,75,52,12,44,64,17,89,34,32,81,24,80,55,17,90,26,78,80,48,53,20,75,98,61,40,48,66,62,23,52,40,73,31,18,78,67,4,92,2,51
53,63,61,3,24,8,70,62,67,72,4,24,14,36,77,58,25,33,50,80,78,31,75,68,29,26,2,61,37,51,44,27,62,90,77,37,84,72,5,43,56,80,79,21,79,91,84,35,48,1,85,9,35,67,41,62,94,86,1,96,49,57,50,2,19,38,31,48,51,17,27,86,95,24,27,57,74,92,1,10
78,67,13,72,48,54,30,47,66,56,64,10,51,57,37,50,39,34,55,86,64,53,91,92,90,98,47,93,2,26,74,7,64,80,38,46,9,43,7,58,44,97,18,31,4,75,24,95,15,70,7,34,71,1,20,61,6,36,73,23,26,32,24,25,55,76,78,95,76,61,46,52,80,12,66,99,51,36,73,71
83,55,2,27,84,39,16,41,45,66,19,57,21,97,58,66,94,48,79,63,35,32,91,48,72,79,11,37,88,86,51,21,32,89,22,35,4,18,69,67,99,7,38,31,5,66,37,71,43,34,24,69,33,28,32,26,81,45,24,6,32,81,47,84,33,80,18,82,66,97,14,87,64,44,67,66,95,63,64,36
26,13,73,36,38,23,2,28,35,69,83,72,81,30,81,86,88,62,7,10,58,62,72,27,51,13,37,47,84,93,49,74,13,70,83,98,8,6,2,32,23,78,79,3,39,31,91,89,78,85,73,86,61,87,90,97,99,19,82,63,56,50,9,92,97,91,70,79,11,6,51,71,64,28,26,25,9,2,97,6
54,71,3,58,91,37,83,60,18,44,4,92,15,17,42,98,94,36,20,80,20,83,67,12,26,3,80,97,20,2,22,51,5,13,79,5,29,12,5,40,55,62,65,23,39,14,18,74,70,50,43,15,2,1,56,76,97,64,7,89,7,98,36,92,65,50,72,63,29,72,45,42,79,24,37,13,99,61,79,20
40,43,46,93,94,11,36,8,51,21,54,92,6,70,76,13,3,69,23,82,80,12,49,30,24,90,98,13,62,27,43,10,19,53,58,47,56,44,26,54,8,6,30,79,53,70,82,55,8,54,73,27,38,63,54,20,97,3,93,71,88,27,85,52,11,97,42,5,73,62,18,98,28,75,76,34,50,18,6,60
3,29,76,75,87,42,83,94,59,2,84,79,47,49,78,38,63,82,71,38,60,49,37,14,48,85,1,21,40,6,40,62,60,8,13,91,48,46,43,11,86,73,34,86,54,19,11,32,71,41,78,59,70,8,21,98,51,9,86,57,10,51,74,96,82,81,49,5,50,5,45,24,56,60,70,37,82,59,64,78
98,36,74,58,44,71,41,63,49,25,96,52,36,31,53,58,59,82,89,70,50,1,83,38,95,59,59,65,3,89,35,95,99,83,21,95,37,37,82,33,66,51,60,57,36,23,81,66,31,70,40,27,89,78,48,59,79,35,54,98,73,20,3,8,33,80,37,2,4,84,15,92,13,3,20,29,2,25,17,52
22,9,30,28,18,69,8,47,40,46,81,13,84,74,75,85,9,1,53,80,84,9,67,80,60,91,33,97,64,19,23,70,39,35,86,27,88,80,95,76,59,93,35,68,27,61,72,87,59,89,48,33,6,20,92,57,18,90,91,47,81,83,58,16,79,97,71,68,50,33,81,59,74,12,35,45,15,38,91,21
93,44,76,93,77,3,74,4,54,1,85,47,11,47,67,13,74,30,70,72,40,31,30,49,48,98,9,61,53,70,51,49,28,94,87,19,73,51,19,32,66,59,53,15,86,88,55,85,41,19,84,12,95,8,57,66,10,75,13,99,81,46,49,1,21,67,88,40,71,59,64,6,7,42,10,14,81,16,36,32
59,89,49,76,57,64,13,37,98,89,26,80,28,79,90,82,47,46,57,32,95,24,46,35,3,16,14,83,49,17,43,23,80,88,8,99,45,67,22,1,97,66,76,94,78,57,58,51,95,68,60,4,98,21,28,40,31,24,36,48,95,14,3,91,69,5,75,83,67,34,17,79,27,40,65,20,87,28,96,2
75,10,16,98,99,82,17,53,21,3,44,32,74,80,54,96,8,96,33,87,73,57,52,29,60,8,75,47,91,81,75,96,17,60,8,63,17,90,45,83,18,34,31,52,21,41,25,13,31,24,76,44,57,14,16,24,54,33,29,86,37,20,91,58,99,95,33,41,31,45,82,33,15,71,44,25,80,96,36,54
42,12,24,18,39,50,54,29,9,39,6,91,95,80,13,66,30,35,16,22,86,28,30,8,79,47,55,56,34,7,15,19,58,1,5,70,77,42,25,88,50,34,72,73,98,50,78,76,67,61,5,83,84,42,15,45,63,58,80,89,2,99,2,66,25,49,38,64,5,71,39,8,92,37,21,79,93,76,35,31
17,49,97,3,72,34,42,22,99,75,27,58,72,23,79,3,26,88,57,81,35,1,88,32,60,88,97,51,40,24,44,67,72,66,50,63,17,42,28,4,4,86,3,99,58,59,41,23,65,57,23,22,98,76,17,31,90,91,66,40,11,53,56,35,33,76,91,24,3,74,4,73,46,11,73,57,90,25,65,23
48,51,9,48,8,65,67,68,5,2,6,5,20,23,20,93,13,85,65,73,9,65,11,65,26,29,26,29,61,82,80,58,97,37,63,26,65,74,24,92,86,79,15,19,49,51,67,99,59,82,16,7,76,47,65,17,73,17,82,8,73,94,67,49,59,22,76,44,10,70,92,78,10,74,76,39,82,25,79,76
6,36,68,24,50,92,49,49,49,95,12,32,78,68,61,4,80,37,61,99,39,39,86,82,37,40,42,94,14,17,70,70,8,14,19,34,7,77,22,75,32,53,51,10,33,22,10,88,48,72,20,93,37,10,45,1,56,1,39,90,90,12,68,85,36,37,32,52,50,56,29,33,22,43,38,15,71,69,41,18
10,70,70,9,33,52,62,90,76,22,28,88,91,74,14,13,12,29,21,35,38,97,6,64,58,35,45,19,68,47,57,96,33,66,84,42,69,50,81,36,99,5,20,16,89,94,24,33,36,49,11,72,9,54,7,19,90,63,90,79,61,32,72,24,38,55,28,68,40,36,52,12,59,50,64,60,40,30,88,41
53,24,26,1,3,3,71,77,83,38,89,3,54,63,65,33,46,12,41,86,69,76,26,18,35,5,35,77,96,45,19,38,23,24,74,66,46,8,1,78,16,66,48,63,94,10,98,70,43,36,6,55,15,35,83,24,37,48,96,13,64,25,25,72,63,91,77,19,58,21,60,54,62,13,82,48,93,50,22,57
46,56,89,22,20,98,1,26,65,34,40,95,27,33,76,12,13,50,34,27,6,71,67,41,72,66,9,3,60,33,78,62,58,16,53,65,27,43,68,95,87,19,11,63,3,11,51,98,22,66,91,78,45,3,46,87,3,6,48,46,82,62,93,54,29,53,57,10,86,47,9,21,64,66,88,40,86,93,86,57
29,83,71,18,92,86,62,52,34,27,37,29,88,44,4,47,60,33,34,49,80,35,51,95,83,11,35,76,90,35,55,49,21,41,74,86,15,68,2,77,70,92,26,15,59,65,84,58,94,96,32,52,95,56,79,41,78,45,81,38,4,83,84,59,35,16,10,44,28,75,49,49,47,7,12,39,16,38,29,92
93,93,27,68,25,52,13,14,7,60,5,16,21,60,95,68,46,40,56,33,40,77,24,62,32,75,93,94,17,15,24,22,31,72,85,74,22,53,12,74,10,60,85,46,81,17,39,97,78,2,76,78,5,18,87,54,33,23,45,31,59,74,79,34,94,57,43,6,20,66,89,75,93,79,9,29,73,73,29,75
66,35,36,89,59,99,28,77,67,11,57,84,16,89,54,9,26,73,58,33,57,33,26,48,38,64,63,13,63,22,8,32,93,11,16,73,92,4,63,81,2,84,12,70,13,59,62,93,58,92,28,56,49,72,69,57,17,66,35,7,6,60,65,57,59,47,47,27,51,16,47,94,38,94,67,22,41,1,22,42
43,48,92,64,97,68,43,68,77,51,17,73,72,72,80,53,17,97,20,19,99,73,12,69,61,70,29,78,35,12,94,61,40,18,59,71,30,51,30,95,49,41,16,95,25,78,42,11,63,36,67,57,64,78,89,4,21,82,95,72,79,22,91,32,72,60,86,13,31,99,27,14,69,94,89,89,82,70,8,99
59,73,47,29,93,93,51,61,64,78,22,35,25,15,17,28,37,22,56,81,6,10,35,82,70,4,49,27,50,9,51,39,52,71,35,30,86,6,90,55,16,90,10,92,9,87,63,88,39,30,13,94,84,48,92,22,93,4,74,86,96,30,49,53,20,64,36,48,48,37,70,2,87,72,78,8,18,85,50,76
26,75,54,20,86,96,31,88,28,53,59,65,55,7,84,17,39,40,3,7,24,16,18,55,84,45,64,20,42,53,16,90,26,80,87,5,84,28,90,9,30,33,6,64,86,11,72,19,14,35,38,77,84,93,52,38,7,39,83,16,56,40,76,14,99,66,63,30,91,38,98,1,36,15,79,98,39,31,42,83
66,58,27,84,58,51,45,99,44,25,91,58,50,81,35,45,37,8,73,22,82,37,50,49,29,18,6,7,58,85,90,70,59,38,5,80,23,31,34,18,88,58,66,11,50,35,76,89,51,41,79,80,32,85,73,34,48,57,36,2,89,50,72,45,45,48,46,66,89,42,48,48,59,35,60,11,69,99,21,12
79,41,55,64,6,63,32,13,67,54,73,92,2,53,99,50,55,70,21,74,73,4,33,42,58,23,33,38,36,76,1,77,13,64,69,65,12,57,93,48,87,5,56,24,46,98,90,41,68,24,37,71,86,82,8,93,63,94,32,21,72,93,83,85,97,54,84,39,19,60,69,26,10,23,12,57,23,19,42,77
1,24,31,75,99,93,48,74,9,1,72,76,36,35,81,77,37,56,77,54,55,11,97,39,23,37,96,65,61,73,6,16,90,80,99,14,30,73,89,2,48,66,95,69,60,76,46,96,48,63,34,37,46,76,18,8,30,47,16,30,7,59,12,16,25,86,39,46,88,36,65,87,60,86,6,44,90,32,25,66
17,88,91,88,89,42,63,96,63,7,92,34,12,91,42,2,65,36,49,41,99,71,23,23,44,19,95,1,54,38,14,30,4,57,93,23,20,23,3,81,31,94,7,17,59,16,44,38,93,8,17,55,30,54,42,74,68,12,44,87,88,45,13,61,99,55,60,42,54,70,77,66,27,98,46,14,96,15,99,13
38,90,45,13,93,5,95,36,66,50,39,20,91,8,79,82,71,65,47,92,31,60,87,17,49,15,69,45,1,20,24,49,3,82,19,78,99,7,59,25,19,87,1,18,76,24,94,60,65,4,67,36,34,63,76,85,78,12,42,25,42,11,48,97,39,54,78,10,73,50,8,61,69,12,48,64,92,32,54,41
35,33,22,77,15,79,26,38,68,94,36,17,14,97,2,39,92,30,43,64,87,47,29,86,78,72,61,22,82,19,28,31,16,76,22,16,5,13,5,55,72,67,76,27,61,9,43,9,47,19,11,29,51,91,12,47,22,17,73,72,65,79,34,50,39,15,60,54,36,23,51,70,21,10,67,57,23,92,34,8
33,45,74,17,53,15,20,18,78,84,32,57,71,72,51,95,54,96,47,2,97,17,45,13,16,79,34,21,47,19,71,15,15,56,57,40,82,14,91,11,32,90,30,51,3,98,87,77,26,21,58,57,92,90,51,31,56,65,18,1,91,10,9,2,29,53,63,56,93,85,35,77,26,13,23,5,13,43,16,45
49,16,83,51,53,26,41,76,43,64,49,14,51,71,25,55,56,10,63,14,39,71,46,87,93,66,44,46,92,45,32,14,28,95,46,86,87,46,43,91,18,83,67,40,37,6,93,85,58,30,32,98,98,11,56,67,47,84,68,27,59,71,91,37,81,58,30,57,73,35,48,48,16,50,49,46,29,3,50,56
44,92,51,83,96,94,60,25,81,27,59,54,51,28,80,10,10,73,38,72,43,19,73,53,15,58,49,6,52,97,11,41,7,30,31,9,68,28,14,35,65,65,55,2,34,34,24,41,50,1,28,2,88,50,46,2,38,6,69,57,97,48,49,61,80,99,76,13,57,52,95,10,53,53,27,30,74,82,74,64
36,56,88,53,65,45,91,3,69,71,1,35,62,37,44,89,33,35,56,73,71,10,99,30,11,22,15,39,12,82,80,75,41,8,93,61,73,55,37,7,49,74,74,80,44,36,5,53,15,44,25,20,52,12,90,78,6,99,10,77,10,15,62,5,29,16,16,52,33,27,18,30,31,41,22,51,52,42,13,24
66,14,56,70,95,99,28,35,1,42,46,89,76,32,40,44,91,58,97,10,97,86,85,98,1,78,43,2,6,86,76,14,39,76,45,53,78,24,92,27,58,35,15,36,24,88,22,25,53,86,29,94,15,15,61,68,70,25,51,57,96,64,39,8,78,55,5,24,18,97,92,22,26,2,51,15,88,15,50,25
79,92,47,41,63,55,89,37,52,54,77,2,67,7,14,45,92,68,50,90,75,4,11,29,5,31,28,96,3,42,5,96,85,51,5,29,64,44,62,33,40,28,37,2,30,45,35,33,46,31,40,52,55,2,46,96,84,21,68,92,30,29,84,30,12,68,59,18,65,55,83,22,61,87,80,64,82,58,28,17
2,40,16,1,82,86,84,46,16,70,58,62,88,26,42,57,69,72,74,72,93,56,31,40,81,6,45,14,47,27,58,19,27,44,50,43,2,39,3,80,59,99,76,93,99,59,49,52,76,81,47,75,26,42,41,22,41,25,84,53,47,91,16,5,4,73,27,63,87,54,88,88,37,49,81,63,38,25,64,50
64,31,3,38,3,37,94,1,18,15,16,59,63,37,70,2,48,73,47,88,2,32,12,70,76,95,95,80,35,52,67,99,83,90,91,78,97,44,98,7,6,21,34,84,41,12,26,32,59,52,41,44,35,25,50,91,8,88,69,46,26,41,78,23,62,3,23,44,51,87,7,63,76,31,90,8,34,55,17,61
69,47,97,4,71,63,17,79,86,62,89,25,17,6,9,55,21,93,75,12,47,15,42,87,42,16,83,86,20,93,65,86,14,76,9,29,79,19,10,3,63,74,55,5,4,95,81,57,50,70,51,96,92,2,83,40,15,85,1,50,92,5,6,14,25,65,42,58,26,5,48,41,99,82,25,80,20,68,1,7
51,41,72,98,89,19,13,22,25,29,97,55,68,16,99,30,16,13,76,79,18,63,12,2,31,79,91,81,94,20,37,14,91,65,22,11,14,83,71,52,44,24,62,32,48,90,9,86,4,65,89,79,64,14,38,58,80,36,32,42,44,45,51,76,7,88,13,25,29,58,46,87,90,42,42,87,26,95,61,6
61,51,45,97,30,74,30,12,44,77,88,50,57,82,26,53,6,75,14,41,46,4,62,20,33,43,70,48,25,58,90,26,57,71,47,79,70,88,19,95,92,24,75,98,45,39,17,28,75,85,88,9,52,7,68,48,14,77,16,47,14,25,37,38,9,16,36,70,55,11,86,48,6,57,50,75,9,70,24,63
5,28,1,30,50,98,11,11,10,50,43,17,2,16,33,61,96,75,96,92,37,45,4,47,13,96,5,21,22,31,18,44,28,58,49,73,97,70,37,2,24,75,87,25,77,18,52,71,84,77,79,30,97,43,66,42,96,42,58,29,32,22,15,55,47,52,45,4,43,98,46,52,29,87,51,15,86,63,74,42
55,83,92,25,27,81,44,7,45,24,21,1,18,14,8,14,6,18,5,36,14,72,83,16,97,10,5,8,97,64,60,40,42,73,74,88,89,20,93,96,30,2,6,47,6,82,6,73,64,7,4,88,71,13,4,80,10,91,94,67,46,2,34,2,49,30,73,97,77,63,52,20,97,23,24,23,50,8,51,36
78,17,57,39,94,52,54,89,15,45,23,60,49,83,48,95,17,78,89,63,13,4,44,29,28,7,98,84,37,10,43,26,62,14,68,52,70,91,64,82,69,53,87,32,65,11,5,30,79,65,25,47,11,31,68,92,55,58,56,83,6,74,64,50,53,96,10,30,76,68,36,79,24,67,35,25,54,52,62,1
26,40,21,88,31,43,89,35,82,83,20,91,62,65,89,52,88,89,83,30,38,45,64,47,4,78,19,82,53,1,61,73,45,36,19,25,22,53,30,73,53,9,85,33,68,85,77,80,7,91,25,68,29,47,24,43,20,62,57,60,70,61,43,10,93,35,87,88,80,18,88,50,50,87,53,58,40,16,26,15
60,78,38,49,40,80,61,11,3,11,87,27,25,75,35,15,42,15,53,10,17,45,15,5,24,82,1,12,20,87,63,2,27,4,11,31,44,86,55,93,81,57,60,4,25,5,92,32,24,15,13,57,68,47,1,58,48,92,2,88,51,23,97,97,31,97,5,15,18,64,44,62,54,94,19,38,15,18,25,36
36,65,99,76,11,58,13,96,90,67,82,83,29,25,19,34,95,9,46,39,5,32,80,54,98,36,13,2,87,33,30,78,53,76,31,81,74,40,16,31,15,26,93,2,98,10,80,99,12,1,7,40,64,54,76,85,59,84,94,57,83,2,86,30,98,78,9,28,49,32,15,91,39,80,35,35,73,16,34,37
82,29,41,18,60,38,42,62,53,76,28,91,26,2,71,13,39,9,51,43,38,21,67,74,59,26,3,35,78,79,79,55,60,59,55,26,7,9,98,14,78,31,64,36,24,43,37,62,37,13,75,65,70,99,61,4,7,57,15,93,54,28,3,97,78,54,84,68,97,55,83,38,52,54,5,91,18,66,44,41
57,26,9,83,99,44,14,3,60,57,49,24,96,32,30,42,30,15,2,99,19,70,17,91,12,60,27,12,62,75,71,76,80,56,55,93,55,5,16,48,98,68,2,13,43,69,78,71,46,98,17,82,60,52,89,21,46,41,82,25,11,52,91,77,46,63,96,32,66,33,16,1,64,53,35,12,21,14,32,4
6,10,87,6,96,56,42,16,37,27,60,91,34,93,70,36,93,32,4,67,71,65,2,96,14,81,67,24,23,2,17,31,19,40,85,34,67,97,41,48,80,98,28,60,34,92,91,77,6,25,49,60,62,43,61,72,84,21,54,20,85,14,10,54,70,26,24,61,18,31,7,99,37,11,52,22,79,98,39,38
25,29,58,1,55,26,32,35,45,56,60,93,34,65,83,51,91,85,68,12,70,26,99,97,19,32,10,48,84,13,82,24,96,88,77,40,58,43,50,94,60,26,47,32,56,45,1,62,88,60,11,66,88,78,25,59,98,62,61,87,69,84,55,30,79,60,87,35,53,28,28,60,27,83,45,26,80,5,45,11
35,20,50,41,98,96,19,21,65,63,89,79,50,25,84,48,75,8,38,17,93,96,8,82,47,71,21,90,76,78,11,39,34,15,56,15,84,91,96,80,23,62,57,31,91,31,74,52,34,82,94,41,28,9,86,52,4,49,58,66,82,88,42,4,20,35,39,66,86,96,23,28,84,6,82,42,63,47,97,98
54,1,39,43,29,9,91,89,83,93,16,85,57,81,63,27,75,10,61,15,96,24,55,53,17,66,99,93,74,20,9,76,16,95,29,21,48,70,28,23,96,20,15,33,26,96,36,70,18,72,98,40,86,79,51,48,89,84,59,40,43,69,84,37,7,41,37,7,58,61,86,9,89,61,15,52,84,38,64,41
74,65,96,92,27,69,21,53,77,63,8,58,10,72,2,13,49,26,48,69,67,66,38,66,58,99,2,67,68,15,51,33,22,82,17,91,75,82,91,30,45,78,18,63,65,33,91,63,69,55,45,98,7,65,48,99,39,31,58,30,75,10,15,80,89,1,47,4,43,40,80,24,77,35,16,64,48,27,53,32
43,40,32,99,68,76,14,8,48,67,84,76,70,18,41,22,12,44,59,72,10,22,29,2,20,30,73,71,64,64,60,49,51,59,33,92,80,26,39,81,87,69,67,95,70,80,80,51,84,55,94,50,17,49,47,62,57,24,40,84,93,52,51,85,37,94,70,99,90,79,45,87,68,86,35,8,50,77,79,55
77,14,61,81,93,96,22,48,98,34,26,46,34,30,30,67,21,55,56,13,96,77,16,59,65,4,28,6,15,87,51,99,29,59,66,12,1,61,27,60,36,80,33,62,75,66,92,96,51,76,63,9,1,75,85,33,55,2,21,19,60,31,13,6,58,60,12,38,36,38,3,20,12,66,98,14,98,73,34,8
