94,96,99,95,96,96,57,71,33,66,33,15,40,10,76,51,45,30,73,95,28,88,38,2,56,25,46,17,84,88,92,65,76,27,78,3,82,99,28,72,35,77,19,2,45,85,68,90,47,57,99,12,8,6,72,81,90,33,91,68
85,3,2,74,12,91,28,20,19,58,8,34,29,74,57,6,83,14,5,2,77,61,2,14,77,57,16,63,97,95,29,18,39,77,32,15,56,49,44,71,87,62,73,13,17,47,16,70,97,70,24,38,49,40,3,84,40,82,76,62
67,63,6,20,89,42,95,83,38,51,94,42,96,16,37,10,28,81,54,53,9,82,93,32,17,56,2,82,62,80,83,79,90,81,51,44,57,90,19,46,11,17,50,6,22,17,17,98,16,39,57,1,81,92,11,73,63,71,51,68
16,33,55,78,63,32,51,23,35,65,10,55,1,33,15,31,70,81,90,44,49,71,18,97,98,38,24,12,7,53,61,72,96,65,50,18,16,21,66,98,45,58,90,47,70,8,38,64,45,96,43,32,83,46,37,73,71,11,69,13
9,72,74,97,82,45,20,97,26,41,56,39,31,94,52,96,95,91,33,83,96,47,99,8,40,22,88,36,44,46,88,87,27,48,38,66,46,12,56,68,55,73,97,74,21,72,36,41,52,9,59,66,7,48,43,25,65,95,88,32
42,79,77,84,59,22,54,38,48,20,89,7,80,86,38,94,40,42,45,32,50,23,62,67,35,84,28,2,90,71,21,61,75,41,80,18,3,61,4,10,29,77,1,72,19,40,75,36,30,55,82,20,36,34,70,73,86,72,12,95
75,36,42,49,66,66,26,88,99,25,36,7,94,58,45,74,12,2,90,27,90,69,71,50,26,23,56,9,75,57,84,69,55,27,57,6,52,86,42,17,74,89,89,20,6,67,14,68,45,39,33,28,21,95,65,69,74,75,16,29
19,58,76,10,71,26,86,31,52,50,38,27,33,92,3,85,71,98,21,60,63,23,45,44,69,42,35,84,46,61,87,62,11,29,74,41,57,47,15,37,75,34,53,39,24,9,4,48,10,97,25,47,68,98,19,49,75,20,68,60
61,71,42,14,81,99,70,21,75,77,25,55,28,13,53,36,11,72,93,74,97,96,59,78,96,15,7,39,38,11,8,36,17,82,4,5,1,20,18,39,74,32,54,36,75,97,21,18,74,68,35,93,75,5,13,77,44,63,34,78
37,87,85,25,49,86,91,66,86,36,74,4,86,13,48,43,83,68,72,31,36,53,68,84,57,71,9,52,26,83,37,78,20,80,59,12,25,62,43,50,46,52,11,49,14,13,82,81,64,40,30,74,38,34,60,85,83,76,8,72
1,46,31,52,85,39,71,69,88,57,27,28,85,89,82,73,20,2,83,40,72,66,47,45,94,69,32,41,24,66,87,53,14,30,39,28,72,67,19,37,17,4,86,45,36,4,99,38,88,38,10,59,64,14,74,2,71,15,37,57
71,39,31,66,49,77,91,93,32,48,12,5,24,49,15,68,65,8,17,56,55,49,32,41,50,86,52,42,64,32,94,63,55,18,67,91,80,70,16,77,60,66,69,40,27,66,45,10,34,67,99,35,91,42,84,29,26,48,76,95
47,77,6,20,27,27,91,16,42,49,62,85,81,66,40,22,99,53,84,19,54,59,13,47,57,58,4,94,75,64,98,96,97,78,38,35,49,5,97,34,66,68,72,57,68,66,83,98,9,69,79,37,50,48,39,71,18,35,38,21
99,57,63,71,58,65,58,5,57,9,32,69,82,87,5,14,35,83,76,9,81,29,43,66,1,65,83,19,79,75,26,45,11,2,98,56,54,64,16,98,57,51,80,45,1,96,72,31,22,53,60,56,5,18,98,99,98,96,12,13
74,40,54,4,35,24,92,16,15,28,57,11,80,21,84,46,13,33,19,53,17,69,34,10,22,36,64,1,32,9,36,60,44,20,37,66,88,8,17,46,15,3,76,30,34,53,66,30,35,9,58,22,87,91,83,66,28,36,11,96
94,61,80,75,56,26,71,79,43,17,57,44,7,41,29,56,32,21,16,59,56,12,16,55,3,4,48,24,96,41,47,82,48,93,1,57,4,60,64,82,80,81,95,86,41,58,61,71,86,97,88,63,89,96,11,65,18,81,19,67
14,16,58,81,95,95,12,18,8,72,84,8,8,30,46,17,50,65,79,85,52,5,52,49,86,95,68,12,64,59,93,90,8,3,72,43,28,16,49,91,48,43,53,64,40,52,19,69,90,37,97,79,58,13,61,5,46,20,54,69
18,86,75,90,18,57,21,51,56,35,52,24,17,27,8,8,69,82,42,97,62,66,47,48,59,83,56,6,83,25,14,85,13,58,29,73,23,59,69,67,41,18,1,33,23,88,9,24,49,7,63,78,35,4,16,44,14,79,72,58
94,11,53,80,43,85,76,49,18,90,31,61,57,71,96,81,8,4,56,50,26,77,57,38,99,96,19,32,93,28,30,23,72,45,95,47,22,71,70,50,32,82,38,62,81,29,24,86,21,61,41,71,36,19,42,73,2,67,16,13
8,39,43,25,29,75,20,67,51,65,94,82,34,92,45,68,41,54,19,48,56,93,42,31,50,87,18,4,79,28,55,21,28,24,62,86,46,4,68,26,79,81,67,34,79,70,88,2,80,30,97,34,64,78,32,27,84,3,4,34
51,43,37,30,76,65,31,84,24,59,47,34,76,2,94,5,83,50,56,34,3,89,3,81,54,57,83,6,16,85,43,17,27,29,75,22,4,19,72,95,96,95,12,8,32,25,80,66,42,66,89,49,51,1,24,84,79,23,14,13
41,52,71,41,57,30,95,88,43,98,49,12,14,79,2,12,77,75,11,11,93,36,44,41,72,58,44,16,44,30,80,33,89,66,1,40,67,51,6,30,99,70,15,39,5,79,73,2,50,54,91,1,53,49,79,22,55,89,69,37
75,39,73,45,27,1,7,54,42,64,87,44,83,65,19,4,4,70,50,70,87,16,23,2,38,49,75,95,58,7,50,25,26,40,43,26,26,74,20,48,62,1,60,33,17,99,51,59,41,43,6,41,75,87,89,63,91,68,91,16
72,96,27,91,37,81,6,26,84,48,77,94,75,14,80,96,40,42,3,42,49,5,67,47,17,73,62,25,92,52,29,43,60,80,63,29,68,72,93,62,52,14,83,64,58,60,65,80,70,32,34,4,95,30,54,72,43,49,16,83
82,4,2,14,77,50,9,70,34,73,49,3,14,56,34,82,5,62,9,11,22,82,57,7,93,49,75,5,87,64,3,12,25,9,49,2,71,7,52,82,58,28,50,22,38,49,16,71,27,72,66,99,43,25,14,61,66,89,60,82
81,41,95,54,62,61,88,64,72,45,41,16,98,49,13,3,78,31,53,95,99,22,89,28,6,11,34,6,45,96,69,73,51,71,39,63,64,95,77,88,41,48,48,4,82,33,80,36,4,21,48,61,76,65,79,91,1,79,45,30
61,41,6,19,87,98,21,20,81,66,49,15,51,40,76,82,86,8,35,62,21,53,66,43,27,46,64,32,33,71,54,64,20,64,12,21,25,3,61,64,19,84,76,25,34,91,49,78,39,55,50,70,40,92,28,73,17,5,43,93
58,27,64,22,72,61,32,27,8,16,83,93,30,57,50,30,24,30,53,73,46,62,92,78,24,15,7,84,41,28,53,90,83,44,63,29,14,11,79,35,38,71,68,34,29,66,46,87,50,59,99,56,27,6,78,30,33,74,49,80
97,76,64,42,78,71,49,68,7,10,11,12,28,97,54,2,95,53,21,94,12,45,80,76,93,15,98,2,49,71,82,30,18,96,42,71,4,52,16,25,94,42,68,59,48,48,60,43,10,72,57,8,90,16,60,70,45,35,8,79
58,27,35,98,40,59,91,31,39,70,81,63,39,82,99,29,70,12,93,39,3,47,19,83,1,72,98,20,48,43,72,45,53,65,89,3,95,48,20,47,65,37,95,5,65,74,54,55,57,36,49,56,84,74,82,48,87,60,49,23
95,24,1,63,53,13,73,81,23,10,18,71,34,80,24,28,60,93,49,73,46,45,94,89,52,38,77,76,69,25,3,11,67,93,25,44,50,36,43,55,55,11,49,63,38,65,93,79,42,97,53,25,84,44,43,70,52,79,57,12
38,21,97,1,4,75,61,47,50,78,71,12,90,55,89,48,36,14,68,97,26,87,66,11,96,33,19,64,84,38,67,60,37,90,1,98,11,31,1,32,28,52,14,42,44,43,97,3,55,77,94,43,61,93,59,96,41,50,74,18
97,29,73,63,97,38,70,95,65,82,95,31,62,30,68,58,97,70,40,1,53,81,92,69,60,65,9,75,15,13,51,74,12,81,17,22,25,51,30,49,11,94,1,63,75,73,7,70,78,27,7,16,45,4,33,14,3,72,57,84
60,84,82,53,90,89,83,79,57,73,27,37,61,77,38,79,29,66,31,65,80,92,47,11,67,47,51,27,23,5,2,33,3,56,90,42,86,55,81,93,4,17,96,26,91,70,86,29,47,15,92,5,41,87,37,77,46,36,59,8
63,81,33,83,5,41,74,87,43,47,32,46,32,81,46,48,47,9,57,63,17,86,62,55,32,75,72,30,93,48,22,60,32,26,33,81,60,89,35,43,31,69,84,73,32,29,7,40,79,79,26,33,93,57,96,3,14,27,37,44
7,10,33,75,66,91,38,75,27,23,9,66,59,79,8,81,26,93,94,24,21,96,86,27,78,26,24,17,60,1,60,41,21,61,70,52,83,29,24,60,8,41,55,82,54,16,77,81,24,20,17,47,62,8,59,2,43,49,97,80
47,10,36,94,49,26,33,20,54,62,27,1,74,44,45,9,22,1,18,70,23,10,88,63,17,57,95,99,13,81,96,16,75,24,95,23,85,33,15,51,35,87,51,45,53,48,55,41,27,46,76,84,63,43,57,30,35,50,30,41
21,44,21,15,28,23,38,89,55,77,63,15,8,22,47,12,63,50,30,60,83,3,85,11,16,9,68,33,40,46,71,57,89,15,70,79,70,4,92,99,9,83,1,64,14,79,82,69,19,43,18,18,76,71,29,84,99,11,90,33
97,36,38,10,75,90,6,73,8,19,31,14,55,66,79,4,21,11,14,98,38,20,12,79,4,51,34,83,90,41,76,97,64,7,5,27,43,76,43,1,88,25,83,92,16,96,2,83,22,71,70,90,90,38,7,40,61,18,19,95
23,86,10,98,50,78,74,75,30,28,8,29,25,49,25,50,59,94,3,82,32,35,47,24,31,38,1,97,28,99,36,9,35,33,79,49,44,62,41,3,59,81,90,72,42,27,15,70,33,28,94,62,25,20,50,98,91,68,61,19
69,76,74,63,33,76,88,90,72,13,1,20,94,60,46,90,26,65,18,37,82,40,21,78,30,65,97,3,88,22,83,25,68,53,87,81,63,31,94,51,82,32,8,87,26,63,36,53,30,67,1,24,5,35,45,98,75,26,43,54
75,69,44,27,31,80,1,36,35,94,47,18,54,26,5,96,62,89,61,78,36,2,9,10,13,90,16,8,85,55,81,31,5,55,49,65,76,53,87,95,97,65,69,65,20,42,54,8,45,88,52,36,2,65,45,39,17,69,92,17
40,28,67,65,48,1,76,9,50,97,28,48,93,40,84,65,84,74,79,37,63,65,52,9,98,84,57,26,48,70,8,94,10,74,48,99,48,95,29,86,3,65,44,81,78,4,29,63,78,87,12,81,16,76,70,12,48,56,4,56
25,99,78,13,54,41,66,57,99,11,96,9,95,18,22,6,90,47,18,26,21,65,89,69,30,87,42,73,87,16,10,35,62,57,99,35,12,88,40,11,10,24,89,61,25,57,70,45,99,1,34,43,97,82,93,6,28,99,63,81
92,89,65,50,55,62,98,81,3,66,90,33,44,36,6,93,23,18,77,63,45,14,49,50,71,23,51,52,97,37,56,97,34,95,97,10,25,35,84,63,42,16,64,61,36,77,3,55,77,53,45,61,31,27,94,10,87,55,89,69
79,69,55,11,95,73,49,50,75,8,56,52,38,38,10,33,10,75,74,76,55,14,96,28,90,19,89,72,70,34,9,60,93,99,78,33,69,61,55,86,41,96,1,59,23,47,10,37,89,74,30,75,81,88,94,66,96,55,36,24
