68,37,9,81,65,72,25,66,70,74,47,64,99,73,34,99,27,49,33,51,72,40,7,75,39,65,39,11,47,98,15,45,15,43,74,41,77,33,89,89,55,16,47,58,97,64,60,45,13,93,84,81,37,11,25,41,45,59,82,56,17,69,72,13,47,23,62,32,82,49,6,85,35,29,93,9,33,91,38,51,43,36,15,96,30,92,22,23,47,68,32,1,88,19,69,17,25,6,82,42
33,67,26,21,74,85,52,97,43,31,58,5,88,92,76,90,77,75,67,46,58,30,53,80,25,94,89,57,90,2,97,28,63,72,99,4,69,26,56,93,12,37,44,75,91,82,52,5,34,8,84,79,28,90,31,7,67,27,65,83,74,77,94,7,47,71,25,73,65,82,60,44,38,88,36,50,50,92,19,45,36,24,86,40,57,10,58,60,13,60,65,92,21,31,98,37,32,53,75,94
64,54,97,87,55,25,83,89,24,84,97,75,15,54,46,7,49,14,59,49,66,18,26,97,88,34,26,93,40,70,22,97,99,56,34,94,83,41,46,44,27,66,68,59,95,33,56,6,46,4,93,44,24,53,93,25,23,69,2,97,36,91,20,98,21,37,63,45,17,87,38,97,87,50,68,18,56,45,82,5,55,54,34,26,40,21,77,57,38,45,10,2,2,66,20,85,30,66,20,25
38,7,43,77,18,92,37,43,41,68,68,15,48,28,66,20,17,90,97,33,74,50,11,64,26,31,15,67,68,31,74,34,93,68,7,73,82,9,72,10,62,32,56,37,68,48,74,33,9,80,72,16,84,14,50,35,80,70,84,20,98,69,24,33,89,13,40,19,34,82,29,31,68,75,68,14,10,57,66,97,77,79,93,32,62,44,77,51,35,79,12,17,90,79,85,57,54,24,83,50
29,10,95,66,23,82,85,23,3,52,16,73,42,27,71,45,25,46,62,14,61,50,78,67,44,65,5,39,20,15,69,55,1,51,97,14,69,11,86,73,61,67,68,69,14,86,75,47,64,90,70,61,47,49,3,18,34,84,42,95,4,25,33,24,1,61,42,70,7,87,93,87,50,42,59,77,7,85,11,17,44,83,8,61,64,21,4,57,17,2,65,74,23,19,85,49,15,27,38,21
70,39,71,83,14,85,73,35,64,9,41,32,38,77,77,89,33,4,84,89,39,56,81,61,1,56,45,91,15,71,71,51,8,73,76,21,9,76,64,49,40,80,47,57,3,34,33,88,14,40,87,15,73,79,38,27,41,33,46,31,61,64,64,12,92,4,34,84,13,27,45,63,14,97,59,33,56,33,61,31,34,12,99,34,6,51,93,73,4,85,24,31,75,51,56,26,11,8,60,65
66,46,18,39,79,65,60,28,33,3,62,64,56,81,38,60,33,53,54,98,98,44,3,49,14,9,62,17,36,23,10,10,88,94,21,42,16,75,7,39,12,90,61,79,84,5,19,35,97,99,30,5,1,57,24,74,79,7,28,32,33,94,7,1,43,38,77,35,24,4,52,60,59,2,92,52,68,79,60,77,45,51,42,85,1,83,14,72,83,85,96,81,80,32,4,42,79,6,76,50
97,73,32,25,98,73,44,96,6,15,49,68,36,53,97,58,93,5,9,37,87,40,73,90,64,44,57,57,80,12,55,27,67,93,65,13,49,66,96,8,94,89,80,1,88,19,13,39,17,10,48,82,99,81,86,75,87,32,54,8,11,8,6,50,12,33,10,90,42,8,60,94,27,80,81,8,27,32,83,24,90,4,79,80,74,23,49,5,62,53,96,87,46,54,1,26,99,36,63,99
63,50,72,34,52,82,73,19,28,8,88,14,51,62,77,4,85,17,76,66,18,66,91,76,31,69,58,29,15,60,17,1,11,54,49,63,27,23,82,57,62,98,82,47,26,15,85,42,72,25,39,13,96,98,70,50,23,1,9,42,9,24,30,15,56,47,14,47,23,58,64,91,87,57,7,43,60,1,95,31,40,23,38,76,93,70,31,91,85,90,30,26,84,2,24,44,1,27,24,28
49,72,85,76,80,36,55,93,37,86,13,94,99,96,52,53,68,25,11,64,96,97,62,70,67,98,23,15,15,38,71,14,66,50,33,63,64,97,23,85,70,12,11,66,91,98,88,42,7,34,23,98,64,16,34,60,16,41,49,10,29,35,85,87,79,24,40,14,41,41,92,48,90,50,53,5,12,34,33,39,94,95,20,19,61,65,5,63,17,81,52,56,45,33,77,45,98,41,31,43
69,47,45,65,44,1,51,55,96,36,20,16,58,14,34,35,75,49,76,21,47,57,99,26,96,32,55,53,14,93,86,44,11,63,17,92,1,35,16,8,85,48,24,14,89,46,27,19,94,68,69,5,2,34,49,38,96,91,25,17,72,92,84,76,7,42,17,97,67,81,43,21,81,68,23,65,54,23,93,80,42,26,98,25,9,78,15,26,78,72,71,81,33,91,14,27,13,69,57,27
96,2,49,75,56,28,74,22,79,22,10,24,81,93,3,5,89,77,95,97,25,52,42,67,73,2,93,21,43,56,5,59,28,46,5,29,40,87,41,69,32,94,49,10,81,46,47,87,8,38,1,56,51,71,75,39,72,53,90,26,17,71,54,83,16,49,17,32,8,10,62,14,22,87,31,53,97,45,22,46,95,62,54,35,2,78,59,47,7,78,93,13,7,23,83,47,16,22,5,65
67,11,4,54,68,22,30,19,12,76,82,99,31,26,19,67,23,52,66,95,84,77,20,52,77,29,2,97,27,85,64,95,81,2,89,67,23,90,11,88,64,79,61,58,22,80,38,85,26,29,75,74,59,90,19,8,49,34,60,96,64,34,86,87,56,68,58,47,79,22,25,20,55,41,7,97,66,61,75,52,2,21,71,78,93,67,97,60,14,31,4,25,69,16,42,6,4,96,33,23
66,62,18,85,18,35,6,80,3,88,46,46,96,98,40,2,78,17,20,16,69,35,1,74,49,86,77,94,7,7,85,88,71,19,64,79,72,16,59,4,69,96,45,35,34,37,97,87,21,23,88,38,89,35,69,8,73,87,37,75,69,47,12,81,64,26,78,72,83,57,29,67,55,2,45,46,64,92,5,81,82,75,39,42,34,7,70,12,90,70,83,77,21,32,32,90,73,17,50,48
50,83,13,32,86,14,59,52,53,30,67,41,81,20,17,6,94,16,59,88,88,13,36,61,96,41,98,49,4,87,93,25,74,77,23,2,12,72,88,56,38,21,74,29,46,3,58,91,99,82,70,94,69,21,58,50,96,84,73,73,31,83,38,78,74,91,66,41,80,37,34,58,70,55,44,63,24,13,97,60,79,15,82,52,59,24,14,15,73,3,15,61,48,46,44,48,31,17,59,13
45,5,29,78,39,83,95,91,53,18,68,22,99,20,45,85,83,86,27,15,81,50,21,1,85,80,98,58,44,58,57,84,51,87,69,78,6,52,49,33,21,73,87,85,8,27,43,26,65,11,97,8,48,10,95,27,53,52,34,91,71,22,98,81,38,5,69,88,58,13,41,57,79,13,5,18,64,18,68,6,88,58,35,19,80,26,86,81,3,20,13,21,33,10,62,35,66,92,60,82
83,17,59,5,16,35,47,12,16,13,6,79,85,87,86,98,10,40,87,37,17,94,75,90,94,12,34,80,1,8,34,38,36,75,39,60,81,56,87,12,34,80,18,91,75,2,75,44,2,39,50,59,61,2,27,65,19,6,86,65,1,32,27,52,32,84,8,94,40,34,39,52,93,53,23,7,95,96,26,57,60,14,57,81,83,44,25,70,25,22,91,26,69,2,19,92,27,55,53,39
98,14,65,29,34,12,25,65,55,4,93,40,63,82,13,50,62,98,18,76,96,29,50,42,51,4,16,88,63,44,13,55,11,35,54,71,47,71,52,56,32,98,24,76,28,33,98,90,58,33,69,12,88,33,96,6,10,58,90,18,96,10,31,8,26,71,6,54,73,18,5,71,66,91,33,60,43,43,23,48,49,32,78,12,18,18,18,60,40,69,74,86,43,31,11,44,95,26,36,81
86,31,69,9,33,42,22,63,96,44,55,36,87,85,92,39,72,82,14,10,97,90,69,25,11,74,67,58,16,24,78,73,6,7,68,31,41,93,11,78,1,38,37,61,50,9,94,83,94,19,46,36,34,39,57,43,41,24,36,21,98,73,35,89,89,92,65,42,52,59,56,42,6,63,91,23,2,31,27,68,68,30,16,13,99,74,7,62,31,91,42,36,52,5,2,40,11,22,22,97
12,59,46,49,9,18,72,90,73,49,89,68,71,68,82,90,39,88,32,75,33,13,7,4,91,23,19,82,57,67,82,90,42,33,20,70,69,60,38,69,20,7,39,18,8,1,43,6,54,20,51,90,98,73,56,2,58,7,31,62,8,77,82,88,75,17,80,97,83,48,1,57,10,79,39,88,31,8,29,92,46,58,2,82,29,53,45,88,14,6,90,19,42,94,78,84,76,84,18,62
81,18,96,48,82,61,89,53,83,9,15,4,64,57,53,86,76,4,92,98,30,26,46,35,87,72,44,50,84,17,16,72,46,14,94,8,56,61,96,28,94,90,6,54,69,13,4,48,88,85,62,23,30,50,96,4,74,92,93,99,49,89,33,78,54,43,45,57,14,73,61,49,85,26,86,58,32,51,15,26,38,16,70,64,62,90,36,60,68,95,40,27,74,90,78,20,36,83,1,60
97,75,35,1,24,9,40,69,25,44,77,8,38,20,39,48,29,18,20,29,69,11,71,18,4,27,71,73,63,75,10,88,80,53,29,13,90,68,18,82,88,5,70,34,7,91,33,26,62,96,27,32,41,64,78,70,96,46,16,87,69,98,51,53,96,95,57,54,56,65,23,28,31,41,76,39,94,64,80,48,8,4,7,46,27,74,68,94,29,53,30,61,45,90,14,75,37,27,99,50
47,77,75,63,22,70,70,22,69,71,31,56,42,70,96,62,30,81,75,88,2,85,28,27,21,44,71,64,84,81,90,79,59,41,29,36,11,25,54,23,57,50,14,5,89,61,78,97,15,65,69,52,84,49,93,40,14,88,72,12,95,20,5,54,82,44,21,28,63,31,13,7,1,48,43,35,36,86,46,79,2,67,21,41,60,99,9,57,2,63,42,53,85,96,82,31,86,83,32,63
87,10,75,51,64,7,74,11,41,80,62,72,92,82,67,13,4,13,52,68,58,99,53,42,33,69,15,61,99,68,38,57,92,17,38,8,31,4,64,47,32,97,66,20,50,53,18,2,37,82,98,29,58,20,18,48,1,32,72,18,93,10,9,56,42,95,10,16,75,84,13,55,5,6,2,13,15,27,85,7,23,9,66,54,99,52,1,16,91,2,51,54,93,59,62,62,48,37,13,54
63,49,59,61,10,39,8,61,13,13,2,73,33,87,24,62,83,3,84,28,85,36,99,50,19,70,79,39,26,69,21,35,98,76,37,4,41,19,72,45,53,13,92,71,72,38,33,70,42,44,31,81,2,44,47,47,50,9,89,45,94,16,52,76,21,71,73,21,67,73,37,62,77,52,81,29,43,1,54,61,96,36,20,87,71,56,87,60,27,2,46,76,15,88,24,98,15,76,77,14
90,24,27,77,95,96,90,80,2,89,87,45,96,57,8,99,67,24,10,40,1,96,39,30,54,6,9,78,74,77,49,35,24,30,75,52,52,17,62,37,17,22,13,52,89,26,48,70,9,62,12,65,9,17,37,71,51,87,11,58,40,14,17,8,50,32,32,34,32,77,89,45,39,60,6,69,79,95,55,76,86,47,48,51,44,17,30,73,22,74,90,88,99,91,72,45,62,38,65,75
14,62,17,46,92,63,99,81,39,88,57,86,8,95,84,17,14,54,93,57,8,31,32,94,16,78,3,50,90,54,92,73,38,93,1,11,39,85,2,42,93,23,1,21,26,66,68,92,20,87,78,78,86,48,32,77,19,24,57,28,87,75,33,71,19,47,9,11,17,11,63,50,14,83,32,60,40,45,13,8,10,21,44,37,41,46,92,43,60,84,10,57,41,47,40,56,32,53,93,38
50,69,27,23,13,95,12,69,40,28,91,19,35,66,90,47,54,27,46,77,2,44,49,80,11,32,99,3,14,46,40,57,66,43,52,85,81,25,69,8,66,53,83,63,38,88,18,41,28,91,26,78,38,7,9,23,99,42,51,53,97,61,58,76,54,56,2,35,84,68,58,1,83,62,51,61,76,66,70,52,97,32,52,34,45,13,34,66,3,6,99,6,52,32,5,18,76,84,65,53
86,13,15,69,20,95,60,81,93,63,71,50,63,92,11,53,47,61,30,33,28,15,69,11,74,81,83,95,15,35,90,35,30,85,3,2,66,71,48,53,65,31,8,58,1,14,59,18,98,46,77,8,71,99,72,20,33,58,91,58,71,10,93,19,45,71,32,32,70,97,91,61,16,64,97,18,27,70,90,50,67,62,85,30,73,77,75,78,39,30,8,22,15,20,47,64,45,26,97,31
3,76,82,50,74,86,4,62,24,21,75,64,97,33,14,94,84,50,54,75,34,94,15,16,44,10,89,91,61,39,22,10,79,88,79,36,25,99,86,49,91,97,33,95,45,78,54,40,88,54,40,9,21,31,71,53,60,98,37,43,59,44,89,39,13,43,32,61,56,46,96,52,81,89,32,33,63,27,44,31,28,68,60,12,84,2,70,59,32,79,75,42,33,24,15,93,23,1,62,94
37,50,33,90,70,59,43,83,6,36,56,87,8,72,79,64,92,82,25,82,77,10,29,62,97,19,59,39,14,22,19,57,5,43,46,81,6,99,84,16,77,91,67,9,79,81,20,19,83,11,13,9,80,45,49,95,95,88,33,83,87,27,82,76,58,50,73,2,20,94,26,48,61,11,85,70,72,92,32,25,70,60,31,60,43,41,57,98,51,35,50,4,51,49,38,37,56,53,53,67
15,5,17,10,76,21,71,68,78,72,67,58,37,2,94,67,88,61,62,65,16,86,6,64,23,98,26,82,6,60,86,22,65,83,20,30,19,5,53,39,89,27,58,54,80,26,20,17,57,20,10,82,84,62,30,81,50,70,75,14,23,45,98,92,62,15,93,25,6,2,70,11,98,52,46,31,98,70,92,50,68,70,19,52,13,15,62,55,18,32,24,38,11,83,43,20,89,60,26,8
28,70,34,53,26,77,49,72,23,84,97,18,62,87,24,90,73,72,16,12,24,20,70,19,95,17,82,91,14,8,95,85,25,10,70,80,61,93,15,5,55,18,79,17,72,47,68,85,32,40,12,95,37,71,8,1,18,16,57,44,41,39,22,34,80,34,14,78,97,91,25,53,13,89,95,84,87,12,91,55,45,79,32,62,70,2,23,46,20,53,98,68,79,1,94,28,62,50,89,49
98,97,57,7,95,51,82,76,72,29,24,51,66,2,27,22,50,98,6,19,1,30,36,29,53,75,9,58,32,5,63,51,29,78,63,62,40,16,33,48,74,95,78,48,43,22,79,88,58,9,75,79,96,21,85,56,89,94,65,6,60,12,45,97,24,51,28,98,46,31,25,88,49,64,90,41,34,99,29,78,26,39,77,38,56,80,77,79,63,3,9,69,35,72,21,53,74,23,67,81
38,89,23,66,39,17,42,83,67,10,23,64,5,80,66,21,28,88,73,55,29,80,15,42,24,17,91,54,17,65,64,33,65,50,36,55,79,35,94,83,65,65,28,28,49,41,80,41,5,51,13,54,59,8,82,92,57,45,45,94,82,72,41,21,65,88,24,44,19,40,53,84,59,16,5,25,40,51,68,48,66,82,64,66,42,19,48,32,23,30,91,47,83,88,38,34,27,53,57,12
46,30,6,24,69,99,51,15,45,59,47,63,13,73,34,94,46,8,41,75,21,2,17,58,84,49,14,87,77,63,91,75,88,28,4,74,85,35,31,59,1,24,2,56,31,31,53,34,52,52,56,64,48,70,28,44,31,75,32,48,98,67,70,44,71,11,51,69,99,14,25,44,13,36,91,59,76,76,38,87,31,27,50,81,30,91,28,9,43,20,5,60,91,79,33,38,71,6,42,92
42,98,64,69,95,58,18,36,31,22,11,16,51,94,18,78,34,4,83,80,27,60,96,33,27,66,52,3,38,69,39,45,61,14,34,63,85,38,14,4,60,82,26,93,51,2,30,53,88,33,27,49,81,39,2,71,22,95,84,48,57,89,18,47,66,99,41,21,86,66,66,81,88,33,56,61,70,83,90,69,44,10,64,79,81,21,43,79,84,51,21,56,62,67,31,78,71,86,86,46
8,69,16,85,18,81,96,71,28,56,22,60,24,47,50,96,28,42,49,25,24,1,4,88,58,84,90,82,88,99,66,69,5,46,71,3,33,33,12,66,66,54,19,12,88,91,20,31,84,41,43,64,6,2,21,67,51,45,34,77,43,25,87,66,65,76,63,44,97,33,74,87,58,56,17,72,39,89,7,80,32,26,45,42,76,25,34,59,99,56,85,74,14,61,52,4,70,67,38,39
60,70,35,22,25,23,52,44,69,74,38,91,54,23,58,14,29,82,70,56,14,64,45,21,70,68,98,42,6,50,93,72,20,25,91,41,8,33,74,73,3,53,4,88,76,3,38,15,5,63,92,26,81,55,52,77,31,62,23,71,22,74,12,96,36,94,70,24,15,87,98,55,91,69,54,21,4,98,72,40,29,93,18,13,64,85,12,64,20,59,28,12,51,35,21,30,83,56,78,1
86,38,30,50,49,53,27,29,64,84,56,95,24,68,66,97,97,99,68,59,82,29,6,85,9,1,43,60,92,6,37,11,49,99,81,65,51,59,74,41,2,61,88,83,50,24,80,41,49,81,14,98,88,15,10,98,66,36,63,11,2,65,9,50,48,99,38,76,21,6,73,64,6,19,72,32,1,67,88,50,77,76,12,76,7,89,42,36,73,48,9,83,79,56,93,8,30,47,37,27
20,22,81,57,47,88,15,52,40,30,64,98,66,6,98,16,20,10,52,33,19,46,59,21,92,90,78,94,54,38,28,51,11,7,13,89,18,84,82,85,17,38,37,85,49,66,81,46,97,89,12,45,46,33,24,6,24,75,57,74,88,1,10,82,77,75,84,49,56,20,20,29,66,87,9,39,38,89,67,25,18,30,98,79,45,96,73,50,63,54,85,83,14,6,80,9,91,70,68,50
98,40,76,91,18,63,35,48,49,33,45,39,13,58,35,75,30,31,76,69,94,80,30,57,53,7,33,67,24,76,40,75,66,72,13,51,87,54,59,22,8,89,90,80,36,90,43,80,43,77,22,36,54,50,68,8,76,97,69,94,99,97,27,94,24,12,49,28,25,56,60,8,58,13,8,25,57,57,52,57,9,76,57,42,36,61,9,18,93,33,78,2,50,89,94,72,49,89,87,71
99,63,63,66,33,64,73,75,2,36,94,88,36,86,20,8,45,26,73,92,55,81,34,26,1,65,57,2,42,47,48,97,99,47,12,74,55,17,36,71,3,38,50,93,69,11,24,53,9,19,47,82,78,29,1,21,29,85,89,54,65,19,47,81,98,44,8,68,42,85,6,78,55,43,18,77,46,29,96,15,38,48,3,2,9,50,95,2,44,19,92,8,42,62,27,13,17,74,77,77
13,78,82,72,67,78,87,24,59,62,12,45,27,81,69,82,65,88,19,8,94,67,77,76,2,19,88,46,30,14,73,53,13,28,81,95,46,56,86,78,95,88,86,67,99,8,18,85,15,91,2,7,85,40,18,70,93,45,71,78,23,58,74,55,48,83,28,98,48,88,3,86,64,23,58,18,80,15,45,96,58,46,29,37,12,99,47,99,75,31,89,9,93,8,77,31,70,38,15,27
33,43,39,11,35,55,80,62,20,30,14,16,26,90,61,25,17,58,11,27,47,60,65,5,27,40,29,72,57,67,53,75,59,90,73,42,80,22,47,4,67,31,83,86,25,94,31,68,18,22,25,83,93,79,28,93,26,54,45,1,75,21,11,14,84,82,95,12,97,64,38,72,20,99,67,35,24,95,86,34,97,89,27,19,84,46,75,9,15,64,57,20,57,26,5,71,91,91,5,96
46,97,88,18,54,94,7,30,3,89,77,47,69,7,17,54,98,3,22,29,31,31,98,50,37,54,7,74,67,67,2,52,14,70,1,41,18,52,59,85,65,57,85,14,51,56,99,78,5,62,32,50,86,27,6,36,68,18,16,91,11,8,15,60,63,77,50,87,44,5,34,57,74,32,62,60,17,73,60,90,8,39,1,34,93,10,7,44,85,61,29,8,78,72,78,78,38,65,74,21
22,47,63,28,80,58,91,27,11,40,56,30,4,4,31,72,83,67,19,7,81,60,93,16,52,12,31,57,22,9,83,40,8,59,95,23,56,3,64,80,48,14,14,68,85,67,97,73,32,94,76,96,22,20,99,87,3,2,91,94,67,48,60,41,29,95,14,34,58,18,34,99,21,29,76,22,81,71,84,17,4,89,16,66,36,39,99,5,13,73,83,38,46,4,86,1,40,86,45,41
74,94,73,88,92,23,18,38,19,70,97,16,54,89,90,32,27,85,76,1,26,15,96,13,69,69,33,84,63,30,38,82,52,92,88,80,80,50,19,93,99,31,25,88,34,59,81,80,65,28,87,3,83,16,6,63,21,2,44,19,25,32,3,81,2,28,75,97,99,31,31,48,22,34,84,60,51,10,52,71,4,72,22,27,73,12,29,52,77,65,73,44,16,32,91,84,89,76,2,68
22,42,39,26,81,45,39,29,49,23,79,2,59,75,17,67,5,97,15,97,94,83,89,29,88,7,18,12,5,81,92,17,36,60,28,61,60,77,69,12,79,67,97,32,18,64,16,68,49,88,81,53,13,78,85,22,24,25,51,25,95,58,76,59,69,77,66,28,21,23,63,40,78,4,17,27,85,76,48,89,94,8,77,98,45,52,19,27,52,47,86,38,4,19,46,14,74,30,97,6
28,10,90,41,20,96,82,27,6,66,92,88,98,71,17,82,97,95,52,37,29,13,61,71,90,2,31,7,12,11,33,38,47,48,94,29,68,23,9,73,18,50,22,33,76,29,38,86,17,28,56,18,24,9,46,68,83,72,52,16,94,54,37,64,82,94,44,80,49,49,3,78,80,93,19,72,26,78,41,12,90,19,18,82,46,85,58,82,61,24,97,75,46,6,47,32,60,58,74,2
