25,41,74,13,97,36,48,5,68,46,19,30,82,91,12,36,77,84,38,45,62,33,4,73,5,40,52,32,65,95,63,51,91,60,27,9,10,6,59,54
1,95,11,82,47,8,46,86,76,20,4,86,10,69,90,93,91,34,91,35,76,27,60,46,56,6,24,33,89,65,26,23,70,92,82,8,18,44,70,82
70,99,29,36,88,40,77,32,9,98,87,70,13,30,27,89,5,49,40,25,67,21,9,34,36,70,59,23,55,71,86,42,47,47,16,50,56,74,46,47
72,57,49,88,69,72,52,78,99,6,25,28,8,93,32,28,28,70,35,70,32,97,70,16,34,87,20,88,46,35,8,88,81,9,34,27,77,89,17,6
66,58,45,14,41,74,83,72,18,8,77,98,63,74,35,85,24,98,71,92,29,56,29,80,29,1,51,87,21,9,42,34,62,41,2,8,74,30,13,7
62,88,87,98,88,69,82,1,48,44,32,16,71,64,71,32,89,94,72,50,46,28,67,44,6,70,63,25,50,96,19,26,82,20,93,32,13,89,43,74
76,42,36,42,51,70,60,7,55,32,13,61,92,5,49,4,41,43,68,78,25,94,11,31,30,99,96,32,67,22,11,64,42,86,70,38,7,72,20,11
27,72,63,4,5,59,17,24,46,13,89,59,9,34,67,54,96,41,91,26,42,87,22,85,50,8,44,58,35,27,54,72,68,21,48,2,91,18,74,83
42,71,63,21,28,53,9,90,75,29,52,95,83,59,48,4,12,2,70,41,63,15,38,96,13,11,36,20,13,26,65,88,54,66,21,28,15,5,39,68
19,12,13,75,22,89,60,63,96,69,85,32,93,21,80,79,70,38,21,8,80,68,15,6,98,44,44,53,25,17,46,68,24,28,75,14,63,87,23,34
73,88,48,6,3,42,80,3,27,58,39,67,8,28,24,54,98,87,45,28,16,85,82,32,98,92,66,96,3,12,27,69,52,99,4,27,48,1,55,8
25,60,75,14,34,69,69,15,8,73,11,9,93,60,50,27,19,33,9,16,67,96,58,20,23,82,29,23,14,41,28,88,90,49,54,37,48,70,47,64
37,71,28,68,61,15,33,25,26,93,5,42,52,31,26,51,7,28,61,48,94,12,35,75,43,66,70,81,40,93,97,82,78,27,35,99,39,32,14,26
90,33,69,61,95,47,28,46,37,15,64,20,6,21,53,57,39,65,33,44,8,76,97,78,49,31,13,68,87,21,82,16,61,99,92,75,13,35,64,55
53,15,8,45,29,28,46,96,68,95,26,61,67,66,2,20,94,17,47,79,52,99,73,21,30,60,76,68,62,92,66,98,53,26,5,65,76,52,85,77
38,76,72,53,35,44,36,93,11,16,34,28,50,92,99,47,96,37,56,9,57,29,80,64,42,30,31,95,57,18,11,13,52,83,60,99,11,75,20,12
44,11,41,38,84,86,39,93,59,36,86,81,5,36,75,11,20,52,87,57,80,2,65,2,26,51,6,99,25,38,47,7,62,71,35,34,35,83,63,68
33,33,44,27,99,66,31,44,9,92,26,39,54,67,24,77,72,94,28,29,97,45,36,15,83,99,43,8,65,35,27,85,56,97,66,39,81,85,67,32
